"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0051962","GO:0051962","positive regulation of nervous system development","31/1316","280/18614",0.00876839424057127,0.0902467246558472,0.078691976153682,"TP73/NRXN1/LRRTM1/LRP2/LRRN1/SLITRK3/GRID2/TLR2/TTBK1/PTPRZ1/XRCC2/CDKL5/NLGN3/PAK3/TRPC5/SLITRK2/FZD3/LYN/SEMA4D/ZNF488/LRRTM3/CUX2/SLITRK5/SPINT1/CBLN1/CX3CL1/ASIC2/HAP1/RND2/LRRC4B/OLIG2",31
"GO:0010744","GO:0010744","positive regulation of macrophage derived foam cell differentiation","5/1316","19/18614",0.00883403434484811,0.0902467246558472,0.078691976153682,"PLA2G2A/APOB/LPL/PLA2G10/PLA2G3",5
"GO:0014048","GO:0014048","regulation of glutamate secretion","5/1316","19/18614",0.00883403434484811,0.0902467246558472,0.078691976153682,"GRM2/SNCA/NPY5R/SYT4/HRH3",5
"GO:0030050","GO:0030050","vesicle transport along actin filament","5/1316","19/18614",0.00883403434484811,0.0902467246558472,0.078691976153682,"FNBP1L/MYO7A/MYO5C/MYO15A/MYO5B",5
"GO:0086014","GO:0086014","atrial cardiac muscle cell action potential","5/1316","19/18614",0.00883403434484811,0.0902467246558472,0.078691976153682,"GJA5/RYR2/SCN5A/KCNN2/KCNQ1",5
"GO:0086026","GO:0086026","atrial cardiac muscle cell to AV node cell signaling","5/1316","19/18614",0.00883403434484811,0.0902467246558472,0.078691976153682,"GJA5/RYR2/SCN5A/KCNN2/KCNQ1",5
"GO:0086066","GO:0086066","atrial cardiac muscle cell to AV node cell communication","5/1316","19/18614",0.00883403434484811,0.0902467246558472,0.078691976153682,"GJA5/RYR2/SCN5A/KCNN2/KCNQ1",5
"GO:0015695","GO:0015695","organic cation transport","10/1316","60/18614",0.00887410677757132,0.0903080885502555,0.0787454833156748,"SLC44A5/SLC35F3/ADRA2B/SLC19A3/P2RY1/SNCA/SLC6A3/SLC44A4/CHRNA3/HRH3",10
"GO:0090497","GO:0090497","mesenchymal cell migration","10/1316","60/18614",0.00887410677757132,0.0903080885502555,0.0787454833156748,"SEMA3G/SEMA5B/SEMA6A/SEMA4D/RET/FGF19/EDNRB/OVOL2/BMP7/NRTN",10
"GO:0097306","GO:0097306","cellular response to alcohol","14/1316","98/18614",0.00889325192138523,0.0903295434620393,0.0787641912456623,"PRKAA2/ADCY5/ADCY2/GPLD1/ADCY1/CFTR/SFRP1/ADCY8/SCNN1A/SCNN1G/CDH1/DYNAP/SLC5A5/MAP4K1",14
"GO:0043266","GO:0043266","regulation of potassium ion transport","15/1316","108/18614",0.00894102019664243,0.0906410881120424,0.0790358472449503,"NOS1AP/DPP10/CACNA1D/KCNN2/KEL/KCNH2/DPP6/OPRK1/KCNQ1/ABCC8/LRRC55/NOS1/ATP1B2/NETO1/KCNS1",15
"GO:0001654","GO:0001654","eye development","40/1316","385/18614",0.00935599538705352,0.0946669609583164,0.0825462670549198,"GRHL3/PROX1/MERTK/FZD5/CRYGD/ATP2B2/ACVR2B/HESX1/SOX2/PROM1/KDR/SLC6A3/HCN1/SHROOM2/CHRDL1/CHD7/CALB1/GRHL2/RORB/CRB2/LAMC3/RET/ATOH7/USH1C/MYO7A/FAT3/GDF3/FOXN4/ATP8A2/FREM2/SALL2/MEGF11/NKD1/ARHGEF15/SDK2/CELF4/BMP7/CPAMD8/SLC17A7/CRYBB1",40
"GO:0051928","GO:0051928","positive regulation of calcium ion transport","17/1316","129/18614",0.00943237656321735,0.0952580200727207,0.0830616498559411,"RYR2/LHCGR/CACNA1D/SNCA/TRDN/ADCYAP1R1/RAMP3/CALCR/WNK3/GRIN1/P2RX3/P2RX2/AKAP5/CX3CL1/PLCG2/STAC2/HAP1",17
"GO:0032945","GO:0032945","negative regulation of mononuclear cell proliferation","13/1316","89/18614",0.00956033634566431,0.0963062053740998,0.0839756306464386,"PLA2G2A/CR1/PELI1/INPP5D/BTK/IDO1/LYN/PTPN6/ARG2/SPN/CD300A/FOXJ1/CLEC4G",13
"GO:0051259","GO:0051259","protein complex oligomerization","28/1316","248/18614",0.00957249532858367,0.0963062053740998,0.0839756306464386,"TP73/SYCP1/KCNF1/KCNG3/KCTD8/SNCA/HCN1/BEND3/CARD11/KCND2/KCNB2/ADCY8/TRPM3/TRPM6/GRIN1/MAT1A/P2RX3/KCTD14/PRMT8/KCNA6/GRIN2B/SYT1/ABCA3/MPP2/AQP4/KCNS1/RYR1/KCNC3",28
"GO:0045494","GO:0045494","photoreceptor cell maintenance","8/1316","43/18614",0.00960891775319906,0.0964895491050406,0.0841354999442789,"PROM1/CRB2/CDH23/CDHR1/USH1C/RDH12/ATP1B2/USH1G",8
"GO:0071326","GO:0071326","cellular response to monosaccharide stimulus","18/1316","140/18614",0.00987480210986039,0.0989720241710393,0.0863001310645843,"LIN28A/PRKAA2/GPR27/ADCY5/GPLD1/GHRHR/MLXIPL/CFTR/OPRK1/ADCY8/BRSK2/ABCC8/ANO1/UCP2/BAIAP3/NPTX1/AQP4/GRIK5",18
"GO:0035773","GO:0035773","insulin secretion involved in cellular response to glucose stimulus","10/1316","61/18614",0.00995980360548191,0.0996356202193681,0.086878763525872,"GPR27/ADCY5/GPLD1/CFTR/ADCY8/BRSK2/ABCC8/ANO1/UCP2/BAIAP3",10
"GO:0009065","GO:0009065","glutamine family amino acid catabolic process","6/1316","27/18614",0.0100864483614311,0.0999595312379587,0.0871612025644969,"ASRGL1/GLS2/NOS1/ARG2/NOS2/PRODH",6
"GO:0019433","GO:0019433","triglyceride catabolic process","6/1316","27/18614",0.0100864483614311,0.0999595312379587,0.0871612025644969,"APOB/GPLD1/LPL/SORL1/PLIN5/PNPLA5",6
"GO:0045745","GO:0045745","positive regulation of G protein-coupled receptor signaling pathway","6/1316","27/18614",0.0100864483614311,0.0999595312379587,0.0871612025644969,"CNTN2/GPR27/MRAP2/CHGA/KLK5/KLK6",6
"GO:0048499","GO:0048499","synaptic vesicle membrane organization","6/1316","27/18614",0.0100864483614311,0.0999595312379587,0.0871612025644969,"ERC2/SYP/SYT9/SYT1/DOC2A/GRIK5",6
"GO:0048668","GO:0048668","collateral sprouting","6/1316","27/18614",0.0100864483614311,0.0999595312379587,0.0871612025644969,"FSTL4/EPHA7/COBL/FGF13/SEMA4D/RND2",6
"GO:0021988","GO:0021988","olfactory lobe development","7/1316","35/18614",0.0101493213606053,0.100021750657861,0.0872154557146908,"ATP1A2/FEZF1/ZIC3/CHD7/SALL1/EFNA2/FUT1",7
"GO:0032228","GO:0032228","regulation of synaptic transmission, GABAergic","7/1316","35/18614",0.0101493213606053,0.100021750657861,0.0872154557146908,"NPY5R/CNR1/CA2/BAIAP3/CA7/HAP1/SYN3",7
"GO:1990806","GO:1990806","ligand-gated ion channel signaling pathway","7/1316","35/18614",0.0101493213606053,0.100021750657861,0.0872154557146908,"GRIK3/GRID2/GRIN1/GRIA4/GRIK4/GRIN2B/GRIK5",7
"GO:0032890","GO:0032890","regulation of organic acid transport","12/1316","80/18614",0.0101920306529074,0.100256301524517,0.0874199758374557,"ATP1A2/GRM2/SNCA/NPY5R/SYK/TNFSF11/PLA2G10/MAP2K6/SYT4/TNFRSF11A/HRH3/PLA2G3",12
"GO:2000106","GO:2000106","regulation of leukocyte apoptotic process","13/1316","90/18614",0.0104725081371067,0.102824515079518,0.0896593679106677,"EFNA1/MERTK/SLC39A10/PDCD1/ST6GAL1/BTK/IDO1/LYN/PRKCQ/ARG2/NOD2/HSH2D/MIAT",13
"GO:0021681","GO:0021681","cerebellar granular layer development","4/1316","13/18614",0.0106066005154216,0.102996695847556,0.0898095034966876,"PROX1/GRID2/KNDC1/CBLN1",4
"GO:0032530","GO:0032530","regulation of microvillus organization","4/1316","13/18614",0.0106066005154216,0.102996695847556,0.0898095034966876,"VIL1/PLS1/PODXL/USH1C",4
"GO:0035865","GO:0035865","cellular response to potassium ion","4/1316","13/18614",0.0106066005154216,0.102996695847556,0.0898095034966876,"KCNJ10/DLG2/CACNA1H/NPTX1",4
"GO:0042670","GO:0042670","retinal cone cell differentiation","4/1316","13/18614",0.0106066005154216,0.102996695847556,0.0898095034966876,"HCN1/RORB/CRB2/USH1C",4
"GO:1900452","GO:1900452","regulation of long-term synaptic depression","4/1316","13/18614",0.0106066005154216,0.102996695847556,0.0898095034966876,"GRID2/ADCY8/SORCS3/CBLN1",4
"GO:2000480","GO:2000480","negative regulation of cAMP-dependent protein kinase activity","4/1316","13/18614",0.0106066005154216,0.102996695847556,0.0898095034966876,"PKIB/PRKAR2B/ADCY8/PPP1R1B",4
"GO:0007264","GO:0007264","small GTPase mediated signal transduction","48/1316","483/18614",0.010636356606003,0.103096823994567,0.0898968117262875,"PDPN/VAV3/F11R/CHML/FGD5/DOCK3/RASGEF1B/AIF1/RAPGEF5/CHN2/ADCYAP1R1/ELMO1/EPO/LPAR4/MCF2/ARHGAP4/PREX2/FGD3/RALGPS1/GARNL3/SH2D3C/RASGEF1A/KNDC1/RASGRP2/ARHGAP42/RAB39A/PLEKHG6/RND1/RASAL1/KSR2/MCF2L/CCDC88C/RHOV/CGNL1/ARHGEF15/RND2/RUNDC3A/RIT2/ARHGAP40/SH2D3A/VAV1/RGL3/LPAR2/RASGRP4/APOE/EPS8L1/RTN4R/CELSR1",48
"GO:0003208","GO:0003208","cardiac ventricle morphogenesis","11/1316","71/18614",0.0107427359180719,0.103937930360616,0.0906302269538456,"PROX1/RYR2/LRP2/NPY5R/HEY2/CHD7/GRHL2/FOXH1/FGFR2/PKP2/TNNI3",11
"GO:0033003","GO:0033003","regulation of mast cell activation","8/1316","44/18614",0.0110349718778438,0.106377128902414,0.0927571224640956,"VAMP8/CNR1/LYN/SYK/PTPN6/CD300A/STXBP2/PLA2G3",8
"GO:1903539","GO:1903539","protein localization to postsynaptic membrane","8/1316","44/18614",0.0110349718778438,0.106377128902414,0.0927571224640956,"PRKCZ/LHFPL4/NSG1/GPC4/C1QL3/GRIP1/NPTX1/NETO1",8
"GO:0048670","GO:0048670","regulation of collateral sprouting","5/1316","20/18614",0.011105473759286,0.106862471636542,0.0931803242922615,"FSTL4/EPHA7/FGF13/SEMA4D/RND2",5
"GO:0036465","GO:0036465","synaptic vesicle recycling","12/1316","81/18614",0.0112174863671591,0.107744769417894,0.0939496569881056,"SYT2/SNCA/SNCB/PACSIN1/NLGN4X/SYP/NLGN3/SH3GL2/SYT1/AP3B2/SLC2A4/SLC17A7",12
"GO:0060071","GO:0060071","Wnt signaling pathway, planar cell polarity pathway","9/1316","53/18614",0.0112921780389824,0.10826605418207,0.0944041990048739,"GRHL3/CELSR2/CELSR3/GPC4/GPC3/FZD3/SFRP1/NKD1/CELSR1",9
"GO:0001843","GO:0001843","neural tube closure","13/1316","91/18614",0.0114509795434586,0.109590421551296,0.0955590008642796,"GRHL3/LRP2/TRIM71/COBL/FZD3/SFRP1/GRHL2/ST14/SPINT1/SALL4/SPINT2/CECR2/CELSR1",13
"GO:0010721","GO:0010721","negative regulation of cell development","31/1316","286/18614",0.0117000905409696,0.111772756843641,0.0974619206371523,"DRAXIN/LIN28A/CR1/PROX1/MYCN/DPYSL5/FRZB/NPPC/INPP5D/SEMA3G/SEMA5B/SEMA6A/FSTL4/EPHA7/TRPC5/FGF13/MCF2/ARHGAP4/SFRP1/LYN/SEMA4D/NRARP/ABCC8/SORL1/EDNRB/CDH1/FOXJ1/SYT4/BMP7/CLEC4G/RTN4R",31
"GO:0021696","GO:0021696","cerebellar cortex morphogenesis","7/1316","36/18614",0.0118490187318908,0.112991901648354,0.0985249721137149,"PROX1/GRID2/KNDC1/SPTBN2/LHX5/CBLN1/SKOR2",7
"GO:0043954","GO:0043954","cellular component maintenance","11/1316","72/18614",0.0118935761646121,0.113213179218623,0.0987179183879357,"ERC2/CLDN3/PCLO/PLEKHA7/SHANK2/GRIN2B/CBLN1/PARD6A/PRTN3/CAMSAP3/APOE",11
"GO:0060219","GO:0060219","camera-type eye photoreceptor cell differentiation","6/1316","28/18614",0.0120864605504695,0.114843035553027,0.100139095902022,"PROM1/HCN1/RORB/CRB2/USH1C/SDK2",6
"GO:0050848","GO:0050848","regulation of calcium-mediated signaling","12/1316","82/18614",0.0123205948736596,0.116858307728342,0.101896342500919,"LHCGR/GPR143/SYK/MYOZ1/P2RX3/ERBB3/P2RX2/AKAP5/CHP2/PLCG2/RIT2/SLC8A2",12
"GO:0002712","GO:0002712","regulation of B cell mediated immunity","10/1316","63/18614",0.0124312587485163,0.117471897431447,0.102431371184442,"CR2/CR1/SUSD4/MSH2/BTK/PTPN6/NOD2/ATAD5/FOXJ1/FCER2",10
"GO:0002889","GO:0002889","regulation of immunoglobulin mediated immune response","10/1316","63/18614",0.0124312587485163,0.117471897431447,0.102431371184442,"CR2/CR1/SUSD4/MSH2/BTK/PTPN6/NOD2/ATAD5/FOXJ1/FCER2",10
"GO:0050729","GO:0050729","positive regulation of inflammatory response","19/1316","154/18614",0.0124726006182288,0.117471897431447,0.102431371184442,"PLA2G2A/VAMP8/SNCA/TLR2/NPY5R/TTBK1/PLA2G7/CNR1/BTK/LPL/IDO1/TNFSF11/GPRC5B/CX3CL1/PLCG2/TNFRSF11A/LBP/NLRP12/PLA2G3",19
"GO:1990830","GO:1990830","cellular response to leukemia inhibitory factor","14/1316","102/18614",0.0124879438445104,0.117471897431447,0.102431371184442,"MTF2/NR5A2/ILDR1/LRAT/JARID2/SNX10/EFHC2/MCF2/GLDC/BSPRY/HELLS/TNFSF11/PLA2G10/RNF125",14
"GO:0060606","GO:0060606","tube closure","13/1316","92/18614",0.0124987936966337,0.117471897431447,0.102431371184442,"GRHL3/LRP2/TRIM71/COBL/FZD3/SFRP1/GRHL2/ST14/SPINT1/SALL4/SPINT2/CECR2/CELSR1",13
"GO:1901617","GO:1901617","organic hydroxy compound biosynthetic process","27/1316","242/18614",0.0125182236983719,0.117471897431447,0.102431371184442,"PRKAA2/PROX1/APOB/LHCGR/P2RY1/SPTSSB/SNCA/SLC6A3/FGFR4/CYP39A1/ADCYAP1R1/CFTR/ACER2/FGF19/PMEL/PAH/OCA2/SLC24A5/SLC27A2/CACNA1H/CDH3/PLCG2/ALOX15/PNMT/INSM1/APOE/ABCG1",27
"GO:0062237","GO:0062237","protein localization to postsynapse","8/1316","45/18614",0.0126113709481012,0.117928551616988,0.102829557605236,"PRKCZ/LHFPL4/NSG1/GPC4/C1QL3/GRIP1/NPTX1/NETO1",8
"GO:1903307","GO:1903307","positive regulation of regulated secretory pathway","8/1316","45/18614",0.0126113709481012,0.117928551616988,0.102829557605236,"VAMP8/SYK/SYT9/SYT10/SYT1/ITGAM/SYT4/PLA2G3",8
"GO:0007632","GO:0007632","visual behavior","9/1316","54/18614",0.0127243736391013,0.118567010605475,0.103386271432676,"CHRNB2/ATP1A2/GRIN1/ABCC8/B3GAT1/PDE1B/FOXB1/PPP1R1B/NETO1",9
"GO:0097479","GO:0097479","synaptic vesicle localization","9/1316","54/18614",0.0127243736391013,0.118567010605475,0.103386271432676,"KIF5C/SNCA/PCLO/BRSK2/CNIH2/KIF5A/AP3B2/SLC2A4/SYN3",9
"GO:0001764","GO:0001764","neuron migration","21/1316","176/18614",0.0128301617899033,0.119343013701873,0.104062918894285,"CELSR2/ASTN1/CNTN2/CTNNA2/CCK/SEMA6A/TUBB2B/DCDC2/OLIG3/FEZF1/CDKL5/USP9X/DCX/FGF13/FZD3/UNC5D/LHX6/NRG3/FAT3/CX3CL1/CELSR1",21
"GO:0032944","GO:0032944","regulation of mononuclear cell proliferation","27/1316","243/18614",0.013166342280386,0.122255598547472,0.106602590645138,"PLA2G2A/VAV3/CHRNB2/CD1D/CR1/PELI1/SLC39A10/IGFBP2/INPP5D/ST6GAL1/AIF1/CARD11/EPO/BTK/IDO1/LYN/SYK/PRKCQ/LMO1/PTPN6/ARG2/SPN/ATAD5/CD300A/FOXJ1/CLEC4G/CLC",27
"GO:1990823","GO:1990823","response to leukemia inhibitory factor","14/1316","103/18614",0.0135419546027268,0.125523502279121,0.109452087992595,"MTF2/NR5A2/ILDR1/LRAT/JARID2/SNX10/EFHC2/MCF2/GLDC/BSPRY/HELLS/TNFSF11/PLA2G10/RNF125",14
"GO:0002902","GO:0002902","regulation of B cell apoptotic process","5/1316","21/18614",0.0137445836468661,0.125864749506594,0.109749643596848,"SLC39A10/PDCD1/BTK/LYN/HSH2D",5
"GO:0008090","GO:0008090","retrograde axonal transport","5/1316","21/18614",0.0137445836468661,0.125864749506594,0.109749643596848,"KIF1A/TMEM108/DLG2/KIF5A/HAP1",5
"GO:0032305","GO:0032305","positive regulation of icosanoid secretion","5/1316","21/18614",0.0137445836468661,0.125864749506594,0.109749643596848,"TNFSF11/PLA2G10/MAP2K6/TNFRSF11A/PLA2G3",5
"GO:0099515","GO:0099515","actin filament-based transport","5/1316","21/18614",0.0137445836468661,0.125864749506594,0.109749643596848,"FNBP1L/MYO7A/MYO5C/MYO15A/MYO5B",5
"GO:0007616","GO:0007616","long-term memory","7/1316","37/18614",0.0137449434108484,0.125864749506594,0.109749643596848,"PRKCZ/ADCY1/PTCHD1/CALB1/ADCY8/SLC2A4/APOE",7
"GO:0046461","GO:0046461","neutral lipid catabolic process","7/1316","37/18614",0.0137449434108484,0.125864749506594,0.109749643596848,"APOB/GPLD1/LPL/SORL1/ABHD12B/PLIN5/PNPLA5",7
"GO:0046464","GO:0046464","acylglycerol catabolic process","7/1316","37/18614",0.0137449434108484,0.125864749506594,0.109749643596848,"APOB/GPLD1/LPL/SORL1/ABHD12B/PLIN5/PNPLA5",7
"GO:0046503","GO:0046503","glycerolipid catabolic process","10/1316","64/18614",0.0138275969123907,0.126304242846989,0.110132866363036,"APOB/GPLD1/PLA2G7/LPL/SORL1/ABHD12B/PLA2G10/GDPD1/PLIN5/PNPLA5",10
"GO:0001976","GO:0001976","nervous system process involved in regulation of systemic arterial blood pressure","4/1316","14/18614",0.0140311578719119,0.126304242846989,0.110132866363036,"CALCA/P2RX2/ASIC2/TNNI3",4
"GO:0010752","GO:0010752","regulation of cGMP-mediated signaling","4/1316","14/18614",0.0140311578719119,0.126304242846989,0.110132866363036,"NPR1/NPPC/GUCA1A/RUNDC3A",4
"GO:0045956","GO:0045956","positive regulation of calcium ion-dependent exocytosis","4/1316","14/18614",0.0140311578719119,0.126304242846989,0.110132866363036,"SYT9/SYT10/SYT1/SYT4",4
"GO:0051608","GO:0051608","histamine transport","4/1316","14/18614",0.0140311578719119,0.126304242846989,0.110132866363036,"VAMP8/BTK/LYN/PLA2G3",4
"GO:0060732","GO:0060732","positive regulation of inositol phosphate biosynthetic process","4/1316","14/18614",0.0140311578719119,0.126304242846989,0.110132866363036,"LHCGR/P2RY1/SNCA/ADCYAP1R1",4
"GO:0071871","GO:0071871","response to epinephrine","4/1316","14/18614",0.0140311578719119,0.126304242846989,0.110132866363036,"PKLR/RYR2/SNCA/KCNQ1",4
"GO:0098814","GO:0098814","spontaneous synaptic transmission","4/1316","14/18614",0.0140311578719119,0.126304242846989,0.110132866363036,"NSG1/RIMS2/SYT1/DOC2A",4
"GO:0099150","GO:0099150","regulation of postsynaptic specialization assembly","4/1316","14/18614",0.0140311578719119,0.126304242846989,0.110132866363036,"GRID2/SPTBN2/CBLN1/LRRC4B",4
"GO:2001140","GO:2001140","positive regulation of phospholipid transport","4/1316","14/18614",0.0140311578719119,0.126304242846989,0.110132866363036,"ATP8A1/ATP8A2/ABCA3/APOE",4
"GO:0030517","GO:0030517","negative regulation of axon extension","8/1316","46/18614",0.014346662783995,0.128299868353074,0.111872981755981,"DRAXIN/SEMA3G/SEMA5B/SEMA6A/ARHGAP4/SEMA4D/CDH1/RTN4R",8
"GO:0071827","GO:0071827","plasma lipoprotein particle organization","8/1316","46/18614",0.014346662783995,0.128299868353074,0.111872981755981,"PLA2G2A/APOB/PLA2G7/LPL/PLA2G10/APOE/PLA2G3/ABCG1",8
"GO:0015732","GO:0015732","prostaglandin transport","6/1316","29/18614",0.0143496457814735,0.128299868353074,0.111872981755981,"TNFSF11/PLA2G10/NOS2/MAP2K6/TNFRSF11A/PLA2G3",6
"GO:0035640","GO:0035640","exploration behavior","6/1316","29/18614",0.0143496457814735,0.128299868353074,0.111872981755981,"ATP1A2/LRRTM1/SLC4A10/HTR1A/JPH3/APOE",6
"GO:0001738","GO:0001738","morphogenesis of a polarized epithelium","13/1316","94/18614",0.0148146999799425,0.132012671081773,0.115110415412485,"GRHL3/CELSR2/CELSR3/GPC4/GPC3/FZD3/SFRP1/BRSK2/NKD1/TCF15/CAMSAP3/SYNE4/CELSR1",13
"GO:0006835","GO:0006835","dicarboxylic acid transport","13/1316","94/18614",0.0148146999799425,0.132012671081773,0.115110415412485,"KCNJ10/ATP1A2/LRP2/GRM2/SNCA/NPY5R/UCP2/SLC25A21/SLC13A5/SYT4/HRH3/SLC1A6/SLC17A7",13
"GO:0010324","GO:0010324","membrane invagination","10/1316","65/18614",0.0153380317460711,0.135990375113159,0.118578833706643,"FNBP1L/GULP1/MEGF10/AIF1/ELMO1/ITGAM/PLCG2/ALOX15/CD300A/XKR7",10
"GO:0030888","GO:0030888","regulation of B cell proliferation","10/1316","65/18614",0.0153380317460711,0.135990375113159,0.118578833706643,"VAV3/CHRNB2/PELI1/SLC39A10/INPP5D/CARD11/BTK/LYN/ATAD5/CD300A",10
"GO:0071715","GO:0071715","icosanoid transport","10/1316","65/18614",0.0153380317460711,0.135990375113159,0.118578833706643,"PLA2G2A/LHCGR/SYK/DRD4/TNFSF11/PLA2G10/NOS2/MAP2K6/TNFRSF11A/PLA2G3",10
"GO:0045927","GO:0045927","positive regulation of growth","28/1316","258/18614",0.0157266961416533,0.1392035775343,0.121380633431406,"RPS6KA1/SYT2/PROX1/TFCP2L1/VIL1/CPNE9/PLS1/SLC6A3/SLC44A4/HEY2/GHRHR/CDKL5/TRPC5/SFRP1/CHD7/RIMS2/SEMA4D/FGFR2/SYT1/RASAL1/ATP8A2/SYT17/SOX15/RND2/GH2/SYT4/HPN/SYT3",28
"GO:0070229","GO:0070229","negative regulation of lymphocyte apoptotic process","7/1316","38/18614",0.0158483710141471,0.14004677186168,0.122115869287954,"EFNA1/SLC39A10/PDCD1/IDO1/PRKCQ/ARG2/HSH2D",7
"GO:0002279","GO:0002279","mast cell activation involved in immune response","9/1316","56/18614",0.0159873516580586,0.140805545666158,0.122777493411774,"VAMP8/BTK/LYN/SYK/PTPN6/CHGA/CD300A/STXBP2/PLA2G3",9
"GO:0002707","GO:0002707","negative regulation of lymphocyte mediated immunity","9/1316","56/18614",0.0159873516580586,0.140805545666158,0.122777493411774,"CR2/CR1/SUSD4/SERPINB9/PTPN6/NOD2/FOXJ1/SERPINB4/CLEC4G",9
"GO:0001838","GO:0001838","embryonic epithelial tube formation","16/1316","126/18614",0.0161087231417284,0.141639220725446,0.123504428800683,"GRHL3/LRP2/TRIM71/COBL/FZD3/SFRP1/GRHL2/RET/ST14/SPINT1/OVOL2/SALL4/BMP7/SPINT2/CECR2/CELSR1",16
"GO:0001754","GO:0001754","eye photoreceptor cell differentiation","8/1316","47/18614",0.0162492361470821,0.141933196131515,0.123760765035957,"PROM1/HCN1/RORB/CRB2/USH1C/MYO7A/NKD1/SDK2",8
"GO:0009066","GO:0009066","aspartate family amino acid metabolic process","8/1316","47/18614",0.0162492361470821,0.141933196131515,0.123760765035957,"NAT8L/BHMT/AASS/MAT1A/ASRGL1/SLC25A21/ASPG/PIPOX",8
"GO:0016339","GO:0016339","calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules","8/1316","47/18614",0.0162492361470821,0.141933196131515,0.123760765035957,"CDH9/PCDHB5/PCDHB13/CDH23/CDH3/CDH1/CDH7/CDH26",8
"GO:0140353","GO:0140353","lipid export from cell","8/1316","47/18614",0.0162492361470821,0.141933196131515,0.123760765035957,"KCNQ1/TNFSF11/PLA2G10/NOS2/CRHR1/MAP2K6/TNFRSF11A/PLA2G3",8
"GO:0003158","GO:0003158","endothelium development","17/1316","137/18614",0.0165667073905929,0.143451521010607,0.125084691035873,"PDPN/GJA4/GJA5/HAPLN2/F11R/PROX1/ACVR2B/ARHGEF26/KDR/MARVELD2/HEY2/CLDN3/TNMD/EDNRB/PPP1R16B/TJP3/SCUBE1",17
"GO:0051047","GO:0051047","positive regulation of secretion","33/1316","317/18614",0.0166020700862367,0.143451521010607,0.125084691035873,"NPR1/CHRNB2/VAMP8/GPR27/ILDR1/P2RY1/SNCA/TLR2/GPLD1/GHRHR/CFTR/OPRK1/ADCY8/SYK/SYT9/ABCC8/ANO1/P2RY2/EXPH5/SYT10/SYT1/TNFSF11/EDNRB/BAIAP3/PLA2G10/PRKCB/ITGAM/PARD6A/MAP2K6/SYT4/TNFRSF11A/PLA2G3/ABCG1",33
"GO:0015908","GO:0015908","fatty acid transport","15/1316","116/18614",0.0166598122296393,0.143451521010607,0.125084691035873,"PLA2G2A/LHCGR/SLC27A6/FABP6/SYK/DRD4/TNFSF11/SLC27A2/CRABP1/PLA2G10/NOS2/MAP2K6/TNFRSF11A/APOE/PLA2G3",15
"GO:0007620","GO:0007620","copulation","5/1316","22/18614",0.0167747912158764,0.143451521010607,0.125084691035873,"P2RY1/CNR1/VGF/EDNRB/SEMG1",5
"GO:0009713","GO:0009713","catechol-containing compound biosynthetic process","5/1316","22/18614",0.0167747912158764,0.143451521010607,0.125084691035873,"SNCA/SLC6A3/PAH/PNMT/INSM1",5
"GO:0015874","GO:0015874","norepinephrine transport","5/1316","22/18614",0.0167747912158764,0.143451521010607,0.125084691035873,"ADRA2B/P2RY1/SNCA/SLC6A3/HRH3",5
"GO:0031629","GO:0031629","synaptic vesicle fusion to presynaptic active zone membrane","5/1316","22/18614",0.0167747912158764,0.143451521010607,0.125084691035873,"ERC2/SYT9/SYT1/DOC2A/GRIK5",5
"GO:0042423","GO:0042423","catecholamine biosynthetic process","5/1316","22/18614",0.0167747912158764,0.143451521010607,0.125084691035873,"SNCA/SLC6A3/PAH/PNMT/INSM1",5
"GO:0051767","GO:0051767","nitric-oxide synthase biosynthetic process","5/1316","22/18614",0.0167747912158764,0.143451521010607,0.125084691035873,"KDR/TLR2/NOD2/MAP2K6/FCER2",5
"GO:0051769","GO:0051769","regulation of nitric-oxide synthase biosynthetic process","5/1316","22/18614",0.0167747912158764,0.143451521010607,0.125084691035873,"KDR/TLR2/NOD2/MAP2K6/FCER2",5
"GO:0060117","GO:0060117","auditory receptor cell development","5/1316","22/18614",0.0167747912158764,0.143451521010607,0.125084691035873,"PLS1/TMC1/CDH23/KCNQ1/MYO7A",5
"GO:0086012","GO:0086012","membrane depolarization during cardiac muscle cell action potential","5/1316","22/18614",0.0167747912158764,0.143451521010607,0.125084691035873,"ATP1A2/SCN5A/CACNA1D/SCN4B/HCN4",5
"GO:2000479","GO:2000479","regulation of cAMP-dependent protein kinase activity","5/1316","22/18614",0.0167747912158764,0.143451521010607,0.125084691035873,"NPFFR2/PKIB/PRKAR2B/ADCY8/PPP1R1B",5
"GO:0001756","GO:0001756","somitogenesis","10/1316","66/18614",0.0169677767163572,0.144635292845861,0.126116898524692,"COBL/XRCC2/SFRP1/CRB2/NRARP/GDF3/PCDH8/FOXB1/NKD1/TCF15",10
"GO:0048814","GO:0048814","regulation of dendrite morphogenesis","10/1316","66/18614",0.0169677767163572,0.144635292845861,0.126116898524692,"CHRNB2/DPYSL5/CDKL5/PAK3/TRPC5/SEMA4D/KNDC1/CUX2/CHRNA3/SKOR2",10
