"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0006595","GO:0006595","polyamine metabolic process","1/85","17/18670",0.0746719449311295,0.313218536575981,0.27871861095204,"ODC1",1
"GO:0007379","GO:0007379","segment specification","1/85","17/18670",0.0746719449311295,0.313218536575981,0.27871861095204,"IRX3",1
"GO:0021783","GO:0021783","preganglionic parasympathetic fiber development","1/85","17/18670",0.0746719449311295,0.313218536575981,0.27871861095204,"HES3",1
"GO:0030011","GO:0030011","maintenance of cell polarity","1/85","17/18670",0.0746719449311295,0.313218536575981,0.27871861095204,"CRB2",1
"GO:0030540","GO:0030540","female genitalia development","1/85","17/18670",0.0746719449311295,0.313218536575981,0.27871861095204,"LRP2",1
"GO:0034433","GO:0034433","steroid esterification","1/85","17/18670",0.0746719449311295,0.313218536575981,0.27871861095204,"SOAT1",1
"GO:0034434","GO:0034434","sterol esterification","1/85","17/18670",0.0746719449311295,0.313218536575981,0.27871861095204,"SOAT1",1
"GO:0034435","GO:0034435","cholesterol esterification","1/85","17/18670",0.0746719449311295,0.313218536575981,0.27871861095204,"SOAT1",1
"GO:0036158","GO:0036158","outer dynein arm assembly","1/85","17/18670",0.0746719449311295,0.313218536575981,0.27871861095204,"ARMC4",1
"GO:0042249","GO:0042249","establishment of planar polarity of embryonic epithelium","1/85","17/18670",0.0746719449311295,0.313218536575981,0.27871861095204,"FZD2",1
"GO:0043649","GO:0043649","dicarboxylic acid catabolic process","1/85","17/18670",0.0746719449311295,0.313218536575981,0.27871861095204,"GAD1",1
"GO:0060644","GO:0060644","mammary gland epithelial cell differentiation","1/85","17/18670",0.0746719449311295,0.313218536575981,0.27871861095204,"ID2",1
"GO:0061577","GO:0061577","calcium ion transmembrane transport via high voltage-gated calcium channel","1/85","17/18670",0.0746719449311295,0.313218536575981,0.27871861095204,"CACNB3",1
"GO:0032388","GO:0032388","positive regulation of intracellular transport","3/85","215/18670",0.0749596773458228,0.313577949435895,0.279038435743281,"MAP2/FEZ1/CACNB3",3
"GO:0035282","GO:0035282","segmentation","2/85","100/18670",0.0761705394582695,0.314743124394946,0.280075270758389,"CRB2/IRX3",2
"GO:0060079","GO:0060079","excitatory postsynaptic potential","2/85","100/18670",0.0761705394582695,0.314743124394946,0.280075270758389,"CACNB3/SEZ6",2
"GO:0060840","GO:0060840","artery development","2/85","100/18670",0.0761705394582695,0.314743124394946,0.280075270758389,"PRRX1/LRP2",2
"GO:0044242","GO:0044242","cellular lipid catabolic process","3/85","217/18670",0.0765955001521829,0.314743124394946,0.280075270758389,"CYP26A1/CRABP1/GDPD1",3
"GO:0021549","GO:0021549","cerebellum development","2/85","102/18670",0.0788102671175223,0.314743124394946,0.280075270758389,"PTN/SEZ6",2
"GO:0010878","GO:0010878","cholesterol storage","1/85","18/18670",0.07888857950363,0.314743124394946,0.280075270758389,"SOAT1",1
"GO:0048557","GO:0048557","embryonic digestive tract morphogenesis","1/85","18/18670",0.07888857950363,0.314743124394946,0.280075270758389,"ID2",1
"GO:0051895","GO:0051895","negative regulation of focal adhesion assembly","1/85","18/18670",0.07888857950363,0.314743124394946,0.280075270758389,"FAM107A",1
"GO:0060749","GO:0060749","mammary gland alveolus development","1/85","18/18670",0.07888857950363,0.314743124394946,0.280075270758389,"ID2",1
"GO:0060977","GO:0060977","coronary vasculature morphogenesis","1/85","18/18670",0.07888857950363,0.314743124394946,0.280075270758389,"LRP2",1
"GO:0061377","GO:0061377","mammary gland lobule development","1/85","18/18670",0.07888857950363,0.314743124394946,0.280075270758389,"ID2",1
"GO:0072079","GO:0072079","nephron tubule formation","1/85","18/18670",0.07888857950363,0.314743124394946,0.280075270758389,"IRX3",1
"GO:0072574","GO:0072574","hepatocyte proliferation","1/85","18/18670",0.07888857950363,0.314743124394946,0.280075270758389,"PTN",1
"GO:0072575","GO:0072575","epithelial cell proliferation involved in liver morphogenesis","1/85","18/18670",0.07888857950363,0.314743124394946,0.280075270758389,"PTN",1
"GO:0098877","GO:0098877","neurotransmitter receptor transport to plasma membrane","1/85","18/18670",0.07888857950363,0.314743124394946,0.280075270758389,"MAPK10",1
"GO:0098969","GO:0098969","neurotransmitter receptor transport to postsynaptic membrane","1/85","18/18670",0.07888857950363,0.314743124394946,0.280075270758389,"MAPK10",1
"GO:1905276","GO:1905276","regulation of epithelial tube formation","1/85","18/18670",0.07888857950363,0.314743124394946,0.280075270758389,"FZD2",1
"GO:2000647","GO:2000647","negative regulation of stem cell proliferation","1/85","18/18670",0.07888857950363,0.314743124394946,0.280075270758389,"PTN",1
"GO:1902106","GO:1902106","negative regulation of leukocyte differentiation","2/85","103/18670",0.080140870218741,0.316053480670649,0.281241295876215,"ID2/LRRC17",2
"GO:1901605","GO:1901605","alpha-amino acid metabolic process","3/85","222/18670",0.0807538857704753,0.316053480670649,0.281241295876215,"ODC1/GAD1/SIRT4",3
"GO:0001666","GO:0001666","response to hypoxia","4/85","359/18670",0.0812957635450335,0.316053480670649,0.281241295876215,"HILPDA/PTN/STOX1/SIRT4",4
"GO:0090100","GO:0090100","positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway","2/85","104/18670",0.0814785119420713,0.316053480670649,0.281241295876215,"GPC3/CRB2",2
"GO:0045444","GO:0045444","fat cell differentiation","3/85","223/18670",0.0815972288575382,0.316053480670649,0.281241295876215,"FNDC5/ID2/FRZB",3
"GO:0001841","GO:0001841","neural tube formation","2/85","105/18670",0.0828231024426736,0.316053480670649,0.281241295876215,"LRP2/FZD2",2
"GO:0001573","GO:0001573","ganglioside metabolic process","1/85","19/18670",0.083086224300016,0.316053480670649,0.281241295876215,"ST6GALNAC3",1
"GO:0033189","GO:0033189","response to vitamin A","1/85","19/18670",0.083086224300016,0.316053480670649,0.281241295876215,"CYP26A1",1
"GO:0036303","GO:0036303","lymph vessel morphogenesis","1/85","19/18670",0.083086224300016,0.316053480670649,0.281241295876215,"CCBE1",1
"GO:0036342","GO:0036342","post-anal tail morphogenesis","1/85","19/18670",0.083086224300016,0.316053480670649,0.281241295876215,"SP5",1
"GO:0046597","GO:0046597","negative regulation of viral entry into host cell","1/85","19/18670",0.083086224300016,0.316053480670649,0.281241295876215,"IFITM2",1
"GO:0048486","GO:0048486","parasympathetic nervous system development","1/85","19/18670",0.083086224300016,0.316053480670649,0.281241295876215,"HES3",1
"GO:0048490","GO:0048490","anterograde synaptic vesicle transport","1/85","19/18670",0.083086224300016,0.316053480670649,0.281241295876215,"MAP2",1
"GO:0060219","GO:0060219","camera-type eye photoreceptor cell differentiation","1/85","19/18670",0.083086224300016,0.316053480670649,0.281241295876215,"PTN",1
"GO:0060973","GO:0060973","cell migration involved in heart development","1/85","19/18670",0.083086224300016,0.316053480670649,0.281241295876215,"FLRT3",1
"GO:0072576","GO:0072576","liver morphogenesis","1/85","19/18670",0.083086224300016,0.316053480670649,0.281241295876215,"PTN",1
"GO:0099514","GO:0099514","synaptic vesicle cytoskeletal transport","1/85","19/18670",0.083086224300016,0.316053480670649,0.281241295876215,"MAP2",1
"GO:0099517","GO:0099517","synaptic vesicle transport along microtubule","1/85","19/18670",0.083086224300016,0.316053480670649,0.281241295876215,"MAP2",1
"GO:1903540","GO:1903540","establishment of protein localization to postsynaptic membrane","1/85","19/18670",0.083086224300016,0.316053480670649,0.281241295876215,"MAPK10",1
"GO:0033157","GO:0033157","regulation of intracellular protein transport","3/85","225/18670",0.0832954460252583,0.316074650932031,0.281260134307396,"CACNB3/SIRT4/DERL3",3
"GO:0045861","GO:0045861","negative regulation of proteolysis","4/85","363/18670",0.0838744455021986,0.317495461998566,0.282524448007406,"GPC3/CRB2/SIRT4/DERL3",4
"GO:0032526","GO:0032526","response to retinoic acid","2/85","108/18670",0.0868976779561871,0.319575263987816,0.284375167086283,"CYP26A1/CTSH",2
"GO:0060071","GO:0060071","Wnt signaling pathway, planar cell polarity pathway","2/85","108/18670",0.0868976779561871,0.319575263987816,0.284375167086283,"GPC3/FZD2",2
"GO:0099565","GO:0099565","chemical synaptic transmission, postsynaptic","2/85","108/18670",0.0868976779561871,0.319575263987816,0.284375167086283,"CACNB3/SEZ6",2
"GO:0006677","GO:0006677","glycosylceramide metabolic process","1/85","20/18670",0.0872649638278964,0.319575263987816,0.284375167086283,"ST6GALNAC3",1
"GO:0010560","GO:0010560","positive regulation of glycoprotein biosynthetic process","1/85","20/18670",0.0872649638278964,0.319575263987816,0.284375167086283,"SOAT1",1
"GO:0030903","GO:0030903","notochord development","1/85","20/18670",0.0872649638278964,0.319575263987816,0.284375167086283,"CRB2",1
"GO:0032042","GO:0032042","mitochondrial DNA metabolic process","1/85","20/18670",0.0872649638278964,0.319575263987816,0.284375167086283,"STOX1",1
"GO:0042474","GO:0042474","middle ear morphogenesis","1/85","20/18670",0.0872649638278964,0.319575263987816,0.284375167086283,"PRRX1",1
"GO:0048670","GO:0048670","regulation of collateral sprouting","1/85","20/18670",0.0872649638278964,0.319575263987816,0.284375167086283,"CRABP2",1
"GO:0060039","GO:0060039","pericardium development","1/85","20/18670",0.0872649638278964,0.319575263987816,0.284375167086283,"FLRT3",1
"GO:0021761","GO:0021761","limbic system development","2/85","109/18670",0.0882691781516737,0.319575263987816,0.284375167086283,"DCLK2/FEZ1",2
"GO:0072009","GO:0072009","nephron epithelium development","2/85","109/18670",0.0882691781516737,0.319575263987816,0.284375167086283,"GPC3/IRX3",2
"GO:0032535","GO:0032535","regulation of cellular component size","4/85","370/18670",0.0884835897579975,0.319575263987816,0.284375167086283,"CRABP2/CNTN2/MAP2/FHOD3",4
"GO:0045666","GO:0045666","positive regulation of neuron differentiation","4/85","371/18670",0.089151971513362,0.319575263987816,0.284375167086283,"CRABP2/PTN/FEZ1/IRX3",4
"GO:0042445","GO:0042445","hormone metabolic process","3/85","232/18670",0.0893584780828218,0.319575263987816,0.284375167086283,"CRABP2/CYP26A1/CRABP1",3
"GO:0006024","GO:0006024","glycosaminoglycan biosynthetic process","2/85","110/18670",0.0896471876412696,0.319575263987816,0.284375167086283,"ST3GAL6/GPC3",2
"GO:0006664","GO:0006664","glycolipid metabolic process","2/85","110/18670",0.0896471876412696,0.319575263987816,0.284375167086283,"ST6GALNAC3/ST3GAL6",2
"GO:0061387","GO:0061387","regulation of extent of cell growth","2/85","110/18670",0.0896471876412696,0.319575263987816,0.284375167086283,"CRABP2/MAP2",2
"GO:0090175","GO:0090175","regulation of establishment of planar polarity","2/85","110/18670",0.0896471876412696,0.319575263987816,0.284375167086283,"GPC3/FZD2",2
"GO:0016358","GO:0016358","dendrite development","3/85","233/18670",0.0902395393779361,0.319575263987816,0.284375167086283,"MAP2/PTN/SEZ6",3
"GO:0022037","GO:0022037","metencephalon development","2/85","111/18670",0.0910316204489841,0.319575263987816,0.284375167086283,"PTN/SEZ6",2
"GO:1903509","GO:1903509","liposaccharide metabolic process","2/85","111/18670",0.0910316204489841,0.319575263987816,0.284375167086283,"ST6GALNAC3/ST3GAL6",2
"GO:0048588","GO:0048588","developmental cell growth","3/85","234/18670",0.09112427639315,0.319575263987816,0.284375167086283,"CRABP2/MAP2/FLRT3",3
"GO:0001779","GO:0001779","natural killer cell differentiation","1/85","21/18670",0.0914248822233186,0.319575263987816,0.284375167086283,"ID2",1
"GO:0032332","GO:0032332","positive regulation of chondrocyte differentiation","1/85","21/18670",0.0914248822233186,0.319575263987816,0.284375167086283,"PKDCC",1
"GO:0034389","GO:0034389","lipid droplet organization","1/85","21/18670",0.0914248822233186,0.319575263987816,0.284375167086283,"HILPDA",1
"GO:0035455","GO:0035455","response to interferon-alpha","1/85","21/18670",0.0914248822233186,0.319575263987816,0.284375167086283,"IFITM2",1
"GO:0036120","GO:0036120","cellular response to platelet-derived growth factor stimulus","1/85","21/18670",0.0914248822233186,0.319575263987816,0.284375167086283,"PTN",1
"GO:0043153","GO:0043153","entrainment of circadian clock by photoperiod","1/85","21/18670",0.0914248822233186,0.319575263987816,0.284375167086283,"ID2",1
"GO:0070584","GO:0070584","mitochondrion morphogenesis","1/85","21/18670",0.0914248822233186,0.319575263987816,0.284375167086283,"FEZ1",1
"GO:0072111","GO:0072111","cell proliferation involved in kidney development","1/85","21/18670",0.0914248822233186,0.319575263987816,0.284375167086283,"GPC3",1
"GO:1903392","GO:1903392","negative regulation of adherens junction organization","1/85","21/18670",0.0914248822233186,0.319575263987816,0.284375167086283,"FAM107A",1
"GO:1904886","GO:1904886","beta-catenin destruction complex disassembly","1/85","21/18670",0.0914248822233186,0.319575263987816,0.284375167086283,"FZD2",1
"GO:2000738","GO:2000738","positive regulation of stem cell differentiation","1/85","21/18670",0.0914248822233186,0.319575263987816,0.284375167086283,"PTN",1
"GO:0060560","GO:0060560","developmental growth involved in morphogenesis","3/85","235/18670",0.0920126713773529,0.320324414421408,0.285041801221437,"CRABP2/MAP2/FLRT3",3
"GO:0031669","GO:0031669","cellular response to nutrient levels","3/85","237/18670",0.0938003639281725,0.320324414421408,0.285041801221437,"FAM107A/PTN/CACNB3",3
"GO:0042752","GO:0042752","regulation of circadian rhythm","2/85","114/18670",0.0952226084647543,0.320324414421408,0.285041801221437,"ID2/MAPK10",2
"GO:0006312","GO:0006312","mitotic recombination","1/85","22/18670",0.0955660632523829,0.320324414421408,0.285041801221437,"DMC1",1
"GO:0010226","GO:0010226","response to lithium ion","1/85","22/18670",0.0955660632523829,0.320324414421408,0.285041801221437,"ID2",1
"GO:0010884","GO:0010884","positive regulation of lipid storage","1/85","22/18670",0.0955660632523829,0.320324414421408,0.285041801221437,"HILPDA",1
"GO:0022010","GO:0022010","central nervous system myelination","1/85","22/18670",0.0955660632523829,0.320324414421408,0.285041801221437,"CNTN2",1
"GO:0032291","GO:0032291","axon ensheathment in central nervous system","1/85","22/18670",0.0955660632523829,0.320324414421408,0.285041801221437,"CNTN2",1
"GO:0032402","GO:0032402","melanosome transport","1/85","22/18670",0.0955660632523829,0.320324414421408,0.285041801221437,"BBS5",1
"GO:0034643","GO:0034643","establishment of mitochondrion localization, microtubule-mediated","1/85","22/18670",0.0955660632523829,0.320324414421408,0.285041801221437,"FEZ1",1
"GO:0036119","GO:0036119","response to platelet-derived growth factor","1/85","22/18670",0.0955660632523829,0.320324414421408,0.285041801221437,"PTN",1
"GO:0042359","GO:0042359","vitamin D metabolic process","1/85","22/18670",0.0955660632523829,0.320324414421408,0.285041801221437,"LRP2",1
"GO:0045649","GO:0045649","regulation of macrophage differentiation","1/85","22/18670",0.0955660632523829,0.320324414421408,0.285041801221437,"ID2",1
"GO:0045663","GO:0045663","positive regulation of myoblast differentiation","1/85","22/18670",0.0955660632523829,0.320324414421408,0.285041801221437,"BOC",1
"GO:0047497","GO:0047497","mitochondrion transport along microtubule","1/85","22/18670",0.0955660632523829,0.320324414421408,0.285041801221437,"FEZ1",1
"GO:1903077","GO:1903077","negative regulation of protein localization to plasma membrane","1/85","22/18670",0.0955660632523829,0.320324414421408,0.285041801221437,"PKDCC",1
"GO:0048705","GO:0048705","skeletal system morphogenesis","3/85","239/18670",0.0956024737628784,0.320324414421408,0.285041801221437,"PRRX1/SP5/WWOX",3
"GO:0042176","GO:0042176","regulation of protein catabolic process","4/85","381/18670",0.095970446198833,0.320324414421408,0.285041801221437,"ODC1/LRP2/GPC3/DERL3",4
"GO:0006023","GO:0006023","aminoglycan biosynthetic process","2/85","115/18670",0.0966318873499379,0.320324414421408,0.285041801221437,"ST3GAL6/GPC3",2
"GO:0010927","GO:0010927","cellular component assembly involved in morphogenesis","2/85","115/18670",0.0966318873499379,0.320324414421408,0.285041801221437,"NEBL/FHOD3",2
"GO:0046660","GO:0046660","female sex differentiation","2/85","115/18670",0.0966318873499379,0.320324414421408,0.285041801221437,"LRP2/DMC1",2
"GO:0090092","GO:0090092","regulation of transmembrane receptor protein serine/threonine kinase signaling pathway","3/85","241/18670",0.0974188566588885,0.320324414421408,0.285041801221437,"LRP2/GPC3/CRB2",3
"GO:2000736","GO:2000736","regulation of stem cell differentiation","2/85","116/18670",0.0980471690634865,0.320324414421408,0.285041801221437,"PTN/LMO1",2
"GO:0002761","GO:0002761","regulation of myeloid leukocyte differentiation","2/85","117/18670",0.099468371358827,0.320324414421408,0.285041801221437,"ID2/LRRC17",2
"GO:0006541","GO:0006541","glutamine metabolic process","1/85","23/18670",0.0996885903128478,0.320324414421408,0.285041801221437,"SIRT4",1
"GO:0007413","GO:0007413","axonal fasciculation","1/85","23/18670",0.0996885903128478,0.320324414421408,0.285041801221437,"CNTN2",1
"GO:0032401","GO:0032401","establishment of melanosome localization","1/85","23/18670",0.0996885903128478,0.320324414421408,0.285041801221437,"BBS5",1
"GO:0042401","GO:0042401","cellular biogenic amine biosynthetic process","1/85","23/18670",0.0996885903128478,0.320324414421408,0.285041801221437,"ODC1",1
"GO:0044458","GO:0044458","motile cilium assembly","1/85","23/18670",0.0996885903128478,0.320324414421408,0.285041801221437,"BBS5",1
"GO:0048714","GO:0048714","positive regulation of oligodendrocyte differentiation","1/85","23/18670",0.0996885903128478,0.320324414421408,0.285041801221437,"PTN",1
"GO:0051904","GO:0051904","pigment granule transport","1/85","23/18670",0.0996885903128478,0.320324414421408,0.285041801221437,"BBS5",1
"GO:0071305","GO:0071305","cellular response to vitamin D","1/85","23/18670",0.0996885903128478,0.320324414421408,0.285041801221437,"PTN",1
"GO:0072337","GO:0072337","modified amino acid transport","1/85","23/18670",0.0996885903128478,0.320324414421408,0.285041801221437,"LRP2",1
"GO:0086012","GO:0086012","membrane depolarization during cardiac muscle cell action potential","1/85","23/18670",0.0996885903128478,0.320324414421408,0.285041801221437,"SCN4B",1
"GO:0097150","GO:0097150","neuronal stem cell population maintenance","1/85","23/18670",0.0996885903128478,0.320324414421408,0.285041801221437,"PRRX1",1
"GO:0106030","GO:0106030","neuron projection fasciculation","1/85","23/18670",0.0996885903128478,0.320324414421408,0.285041801221437,"CNTN2",1
"GO:1900746","GO:1900746","regulation of vascular endothelial growth factor signaling pathway","1/85","23/18670",0.0996885903128478,0.320324414421408,0.285041801221437,"CCBE1",1
"GO:1901889","GO:1901889","negative regulation of cell junction assembly","1/85","23/18670",0.0996885903128478,0.320324414421408,0.285041801221437,"FAM107A",1
"GO:2000050","GO:2000050","regulation of non-canonical Wnt signaling pathway","1/85","23/18670",0.0996885903128478,0.320324414421408,0.285041801221437,"GPC3",1
"GO:0014706","GO:0014706","striated muscle tissue development","4/85","390/18670",0.102312904213497,0.323465927847902,0.287837287938448,"ID2/LRP2/NEBL/FHOD3",4
"GO:0007368","GO:0007368","determination of left/right symmetry","2/85","119/18670",0.10232821174655,0.323465927847902,0.287837287938448,"BBS5/ARMC4",2
"GO:0007141","GO:0007141","male meiosis I","1/85","24/18670",0.103792546435731,0.323465927847902,0.287837287938448,"DMC1",1
"GO:0009309","GO:0009309","amine biosynthetic process","1/85","24/18670",0.103792546435731,0.323465927847902,0.287837287938448,"ODC1",1
"GO:0014850","GO:0014850","response to muscle activity","1/85","24/18670",0.103792546435731,0.323465927847902,0.287837287938448,"FNDC5",1
"GO:0021895","GO:0021895","cerebral cortex neuron differentiation","1/85","24/18670",0.103792546435731,0.323465927847902,0.287837287938448,"CNTN2",1
"GO:0035588","GO:0035588","G protein-coupled purinergic receptor signaling pathway","1/85","24/18670",0.103792546435731,0.323465927847902,0.287837287938448,"CNTN2",1
"GO:0046475","GO:0046475","glycerophospholipid catabolic process","1/85","24/18670",0.103792546435731,0.323465927847902,0.287837287938448,"GDPD1",1
"GO:0046697","GO:0046697","decidualization","1/85","24/18670",0.103792546435731,0.323465927847902,0.287837287938448,"PTN",1
"GO:0051905","GO:0051905","establishment of pigment granule localization","1/85","24/18670",0.103792546435731,0.323465927847902,0.287837287938448,"BBS5",1
"GO:0062009","GO:0062009","secondary palate development","1/85","24/18670",0.103792546435731,0.323465927847902,0.287837287938448,"FZD2",1
"GO:1902547","GO:1902547","regulation of cellular response to vascular endothelial growth factor stimulus","1/85","24/18670",0.103792546435731,0.323465927847902,0.287837287938448,"CCBE1",1
"GO:1903020","GO:1903020","positive regulation of glycoprotein metabolic process","1/85","24/18670",0.103792546435731,0.323465927847902,0.287837287938448,"SOAT1",1
"GO:1903649","GO:1903649","regulation of cytoplasmic transport","1/85","24/18670",0.103792546435731,0.323465927847902,0.287837287938448,"MAP2",1
"GO:1904376","GO:1904376","negative regulation of protein localization to cell periphery","1/85","24/18670",0.103792546435731,0.323465927847902,0.287837287938448,"PKDCC",1
"GO:0045926","GO:0045926","negative regulation of growth","3/85","249/18670",0.104824203661715,0.326026380927819,0.290115716072503,"FRZB/MAP2/GPC3",3
"GO:0001704","GO:0001704","formation of primary germ layer","2/85","121/18670",0.105210762640355,0.326574207235662,0.290603201229781,"WLS/CRB2",2
"GO:0010639","GO:0010639","negative regulation of organelle organization","4/85","395/18670",0.105918949014486,0.328116185370225,0.291975335869327,"MAP2/FEZ1/SIRT4/FHOD3",4
"GO:1905477","GO:1905477","positive regulation of protein localization to membrane","2/85","122/18670",0.106660355307907,0.328287604261324,0.29212787356949,"PTN/CACNB3",2
"GO:0001945","GO:0001945","lymph vessel development","1/85","25/18670",0.107878014286904,0.328287604261324,0.29212787356949,"CCBE1",1
"GO:0002053","GO:0002053","positive regulation of mesenchymal cell proliferation","1/85","25/18670",0.107878014286904,0.328287604261324,0.29212787356949,"PRRX1",1
"GO:0006688","GO:0006688","glycosphingolipid biosynthetic process","1/85","25/18670",0.107878014286904,0.328287604261324,0.29212787356949,"ST6GALNAC3",1
"GO:0009648","GO:0009648","photoperiodism","1/85","25/18670",0.107878014286904,0.328287604261324,0.29212787356949,"ID2",1
"GO:0021680","GO:0021680","cerebellar Purkinje cell layer development","1/85","25/18670",0.107878014286904,0.328287604261324,0.29212787356949,"SEZ6",1
"GO:0032400","GO:0032400","melanosome localization","1/85","25/18670",0.107878014286904,0.328287604261324,0.29212787356949,"BBS5",1
"GO:0051654","GO:0051654","establishment of mitochondrion localization","1/85","25/18670",0.107878014286904,0.328287604261324,0.29212787356949,"FEZ1",1
"GO:1905809","GO:1905809","negative regulation of synapse organization","1/85","25/18670",0.107878014286904,0.328287604261324,0.29212787356949,"PTN",1
"GO:0001736","GO:0001736","establishment of planar polarity","2/85","124/18670",0.109575781820611,0.329050678435196,0.292806897793663,"GPC3/FZD2",2
"GO:0007164","GO:0007164","establishment of tissue polarity","2/85","124/18670",0.109575781820611,0.329050678435196,0.292806897793663,"GPC3/FZD2",2
"GO:0046717","GO:0046717","acid secretion","2/85","124/18670",0.109575781820611,0.329050678435196,0.292806897793663,"PPFIA4/TRPC4",2
"GO:0007015","GO:0007015","actin filament organization","4/85","400/18670",0.109582822266136,0.329050678435196,0.292806897793663,"FAM107A/GDPD2/NEBL/FHOD3",4
"GO:0001556","GO:0001556","oocyte maturation","1/85","26/18670",0.111945076168675,0.329050678435196,0.292806897793663,"DMC1",1
"GO:0010996","GO:0010996","response to auditory stimulus","1/85","26/18670",0.111945076168675,0.329050678435196,0.292806897793663,"PTN",1
"GO:0022011","GO:0022011","myelination in peripheral nervous system","1/85","26/18670",0.111945076168675,0.329050678435196,0.292806897793663,"POU3F1",1
"GO:0031645","GO:0031645","negative regulation of neurological system process","1/85","26/18670",0.111945076168675,0.329050678435196,0.292806897793663,"CACNB3",1
"GO:0032292","GO:0032292","peripheral nervous system axon ensheathment","1/85","26/18670",0.111945076168675,0.329050678435196,0.292806897793663,"POU3F1",1
"GO:0035640","GO:0035640","exploration behavior","1/85","26/18670",0.111945076168675,0.329050678435196,0.292806897793663,"GAD1",1
"GO:0051875","GO:0051875","pigment granule localization","1/85","26/18670",0.111945076168675,0.329050678435196,0.292806897793663,"BBS5",1
"GO:0055083","GO:0055083","monovalent inorganic anion homeostasis","1/85","26/18670",0.111945076168675,0.329050678435196,0.292806897793663,"CA12",1
"GO:0060074","GO:0060074","synapse maturation","1/85","26/18670",0.111945076168675,0.329050678435196,0.292806897793663,"SEZ6",1
"GO:0060914","GO:0060914","heart formation","1/85","26/18670",0.111945076168675,0.329050678435196,0.292806897793663,"LRP2",1
"GO:0097066","GO:0097066","response to thyroid hormone","1/85","26/18670",0.111945076168675,0.329050678435196,0.292806897793663,"CTSH",1
"GO:0099560","GO:0099560","synaptic membrane adhesion","1/85","26/18670",0.111945076168675,0.329050678435196,0.292806897793663,"FLRT3",1
"GO:0099632","GO:0099632","protein transport within plasma membrane","1/85","26/18670",0.111945076168675,0.329050678435196,0.292806897793663,"MAPK10",1
"GO:0099637","GO:0099637","neurotransmitter receptor transport","1/85","26/18670",0.111945076168675,0.329050678435196,0.292806897793663,"MAPK10",1
"GO:0048863","GO:0048863","stem cell differentiation","3/85","257/18670",0.112446165632808,0.329898769493607,0.293561574590079,"FRZB/PTN/LMO1",3
"GO:0006486","GO:0006486","protein glycosylation","3/85","258/18670",0.113413665642037,0.331173254637836,0.294695679656024,"ST6GALNAC3/ST3GAL6/DERL3",3
"GO:0043413","GO:0043413","macromolecule glycosylation","3/85","258/18670",0.113413665642037,0.331173254637836,0.294695679656024,"ST6GALNAC3/ST3GAL6/DERL3",3
"GO:0009855","GO:0009855","determination of bilateral symmetry","2/85","128/18670",0.115469434035385,0.331173254637836,0.294695679656024,"BBS5/ARMC4",2
"GO:0060537","GO:0060537","muscle tissue development","4/85","408/18670",0.115563108476817,0.331173254637836,0.294695679656024,"ID2/LRP2/NEBL/FHOD3",4
"GO:0000188","GO:0000188","inactivation of MAPK activity","1/85","27/18670",0.11599381402137,0.331173254637836,0.294695679656024,"DUSP9",1
"GO:0003148","GO:0003148","outflow tract septum morphogenesis","1/85","27/18670",0.11599381402137,0.331173254637836,0.294695679656024,"LRP2",1
"GO:0009649","GO:0009649","entrainment of circadian clock","1/85","27/18670",0.11599381402137,0.331173254637836,0.294695679656024,"ID2",1
"GO:0010971","GO:0010971","positive regulation of G2/M transition of mitotic cell cycle","1/85","27/18670",0.11599381402137,0.331173254637836,0.294695679656024,"STOX1",1
"GO:0045671","GO:0045671","negative regulation of osteoclast differentiation","1/85","27/18670",0.11599381402137,0.331173254637836,0.294695679656024,"LRRC17",1
"GO:0048668","GO:0048668","collateral sprouting","1/85","27/18670",0.11599381402137,0.331173254637836,0.294695679656024,"CRABP2",1
"GO:0060307","GO:0060307","regulation of ventricular cardiac muscle cell membrane repolarization","1/85","27/18670",0.11599381402137,0.331173254637836,0.294695679656024,"SCN4B",1
"GO:0009799","GO:0009799","specification of symmetry","2/85","129/18670",0.116955485826483,0.331173254637836,0.294695679656024,"BBS5/ARMC4",2
"GO:0001702","GO:0001702","gastrulation with mouth forming second","1/85","28/18670",0.12002430942491,0.331173254637836,0.294695679656024,"CRB2",1
"GO:0006972","GO:0006972","hyperosmotic response","1/85","28/18670",0.12002430942491,0.331173254637836,0.294695679656024,"MAPK10",1
"GO:0009065","GO:0009065","glutamine family amino acid catabolic process","1/85","28/18670",0.12002430942491,0.331173254637836,0.294695679656024,"GAD1",1
"GO:0018146","GO:0018146","keratan sulfate biosynthetic process","1/85","28/18670",0.12002430942491,0.331173254637836,0.294695679656024,"ST3GAL6",1
"GO:0033598","GO:0033598","mammary gland epithelial cell proliferation","1/85","28/18670",0.12002430942491,0.331173254637836,0.294695679656024,"ID2",1
"GO:0034377","GO:0034377","plasma lipoprotein particle assembly","1/85","28/18670",0.12002430942491,0.331173254637836,0.294695679656024,"SOAT1",1
"GO:0035116","GO:0035116","embryonic hindlimb morphogenesis","1/85","28/18670",0.12002430942491,0.331173254637836,0.294695679656024,"GPC3",1
"GO:0035456","GO:0035456","response to interferon-beta","1/85","28/18670",0.12002430942491,0.331173254637836,0.294695679656024,"IFITM2",1
"GO:0045577","GO:0045577","regulation of B cell differentiation","1/85","28/18670",0.12002430942491,0.331173254637836,0.294695679656024,"ID2",1
